Exp.Date:,Voyage N°:,Poids:,Montant HT:,filename,Depart,Arrivee
2024-03-15,PARTRP000106553,"297,34","256,80",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-78570 CHANTELOUP
2024-03-18,PARTRP000106648,"329,79","299,60",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-77500 CHELLES
2024-03-18,PARTRP000106646,"859,57","492,20",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-94370 SUCY EN BRIE
2024-03-19,PARTRP000106476,"2780,00","140,00",SupplierPreInvoiceSPI00469397.pdf,"FR-60800 CREPY EN
A",FR-93500 PANTIN
2024-03-19,PARTRP000106712,"210,73","288,90",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-92270 BOIS
2024-03-19,PARTRP000106708,"294,84","321,00",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-91620 NOZAY
2024-03-20,PARTRP000106757,"8123,55","374,50",SupplierPreInvoiceSPI00469397.pdf,"FR-77170 BRIE COMTE
A",FR-51100 CHALONS EN
2024-03-20,PARTRP000106852,"759,67","342,40",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-77320 LA CHAPELLE
2024-03-20,PARTRP000106854,"525,11","310,30",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-77400 ST THIBAULT
2024-03-21,PARTRP000106578,"14268,00","250,00",SupplierPreInvoiceSPI00469397.pdf,"FR-77220 GRETZ-
A",FR-77552 MOISSY-
2024-03-21,PARTRP000106920,"277,30","288,90",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-78570 CHANTELOUP
2024-03-21,PARTRP000106918,"205,31","288,90",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-78320 LE MESNIL ST
2024-03-22,PARTRP000107002,"854,51","267,50",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-77124 PENCHARD
2024-03-22,PARTRP000107000,"878,18","212,60",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-78310 COIGNIERES
2024-03-25,PARTRP000106733,"2833,00","315,00",SupplierPreInvoiceSPI00469397.pdf,"FR-77165 ST SOUPPLETS
A",FR-94400 VITRY SUR
2024-03-25,PARTRP000106730,"10975,64","185,00",SupplierPreInvoiceSPI00469397.pdf,"FR-77165 ST SOUPPLETS
A",FR-77170 SERVON
2024-03-25,PARTRP000107052,"405,63","299,60",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-78300 POISSY
2024-03-25,PARTRP000107054,"193,50","278,20",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-93110 ROSNY SOUS
2024-03-26,PARTRP000106879,"3244,00","180,00",SupplierPreInvoiceSPI00469397.pdf,"FR-77185 LOGNES
A",FR-93270 SEVRAN
2024-03-26,PARTRP000107192,"198,34","267,50",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-92270 BOIS
2024-03-26,PARTRP000107193,"86,00","299,60",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-77780 BOURRON
2024-03-27,PARTRP000107082,"5868,36","150,00",SupplierPreInvoiceSPI00469397.pdf,"FR-77220 GRETZ-
A",FR-77551 MOISSY
2024-03-27,PARTRP000107204,"7646,08","374,50",SupplierPreInvoiceSPI00469397.pdf,"FR-77170 BRIE COMTE
A",FR-51100 CHALONS EN
2024-03-27,PARTRP000107268,"186,71","278,20",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-78470 ST REMY LES
2024-03-27,PARTRP000107269,"453,98","278,20",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-92140 CLAMART
2024-03-28,PARTRP000107353,"139,43","267,50",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-78130 LES MUREAUX
2024-03-28,PARTRP000107356,"904,27","470,80",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-91620 NOZAY
2024-03-29,PARTRP000107034,"3747,90","250,00",SupplierPreInvoiceSPI00469397.pdf,"FR-91220 LE PLESSIS
A",FR-77550 REAU
2024-03-29,PARTRP000107465,"303,42","20,30",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-78310 COIGNIERES
2024-03-29,PARTRP000107466,"380,44","18,20",SupplierPreInvoiceSPI00469397.pdf,"FR-95500 BONNEUIL EN
A",FR-92160 ANTONY
2024-04-04,LILTRP000123098,"4819,90","380,00",SupplierPreInvoiceSPI00472527.pdf,"FR-60126 LONGUEIL STE
A",FR-60490 RESSONS-SUR-
2024-04-09,LILTRP000123340,"4262,46","270,00",SupplierPreInvoiceSPI00472527.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 REAU
2024-04-09,LILTRP000123341,"3808,24","270,00",SupplierPreInvoiceSPI00472527.pdf,"FR-60126 LONGUEIL STE
A",FR-95820 BRUYÈRES SUR
2024-04-10,LILTRP000123441,"5850,68","370,00",SupplierPreInvoiceSPI00472527.pdf,"FR-60126 LONGUEIL STE
A",FR-77700 SERRIS
2024-04-08,PARCTG000187023,"14339,38","200,00",SupplierPreInvoiceSPI00472528.pdf,"FR-77185 LOGNES
A",FR-77185 LOGNES
2024-03-28,PARTRP000107212,"16553,60","400,00",SupplierPreInvoiceSPI00472528.pdf,"FR-02430 GAUCHY
A",FR-93290 TREMBLAY-EN-
2024-03-28,PARTRP000107213,"16553,60","400,00",SupplierPreInvoiceSPI00472528.pdf,"FR-02430 GAUCHY
A",FR-93290 TREMBLAY-EN-
2024-03-29,PARTRP000107465,"303,42","290,00",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-78310 COIGNIERES
2024-03-29,PARTRP000107466,"380,44","260,00",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-92160 ANTONY
2024-04-02,PARTRP000107560,"317,62","310,30",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-93110 ROSNY SOUS
2024-04-02,PARTRP000107561,"595,93","288,90",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-95320 ST LEU LA
2024-04-03,PARTRP000107546,"814,58","180,00",SupplierPreInvoiceSPI00472528.pdf,"FR-77220 GRETZ-
A",FR-92320 CHATILLON
2024-04-03,PARTRP000107576,"7278,86","374,50",SupplierPreInvoiceSPI00472528.pdf,"FR-77170 BRIE COMTE
A",FR-51100 CHALONS EN
2024-04-03,PARTRP000107647,"395,28","267,50",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-91100 CORBEIL
2024-04-03,PARTRP000107646,"820,04","288,90",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-77140 NEMOURS
2024-04-04,PARTRP000107699,"434,70","278,20",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-95100 ARGENTEUIL
2024-04-04,PARTRP000107704,"286,44","288,90",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-93160 NOISY LE
2024-04-04,PARTRP000107705,"385,62","299,60",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-95590 PRESLES
2024-04-11,PARTRP000107939,"4229,49","150,00",SupplierPreInvoiceSPI00472528.pdf,"FR-77220 GRETZ-
A",FR-77720 MORMANT
2024-04-11,PARTRP000108033,"6182,88","170,00",SupplierPreInvoiceSPI00472528.pdf,"FR-77220 GRETZ-
A",FR-95640 MARINES
2024-04-11,PARTRP000108182,"417,90","256,80",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-91600 SAVIGNY SUR
2024-04-11,PARTRP000108185,"628,79","203,30",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-92120 MONTROUGE
2024-04-12,PARTRP000107897,"3342,00","250,00",SupplierPreInvoiceSPI00472528.pdf,"FR-91220 LE PLESSIS
A",FR-77550 REAU
2024-04-12,PARTRP000107900,"5159,96","250,00",SupplierPreInvoiceSPI00472528.pdf,"FR-91220 LE PLESSIS
A",FR-77176 SAVIGNY-LE-
2024-04-12,PARTRP000108312,"677,15","299,60",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-95480 PIERRELAYE
2024-04-12,PARTRP000108314,"330,37","278,20",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-91310 MONTLHERY
2024-04-15,PARTRP000108412,"230,35","20,30",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-78580 MAULE
2024-04-15,PARTRP000108413,"243,16","20,30",SupplierPreInvoiceSPI00472528.pdf,"FR-95500 BONNEUIL EN
A",FR-92160 ANTONY
2024-04-23,LILTRP000124103,"4719,21","270,00",SupplierPreInvoiceSPI00475774.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY-
2024-04-25,LILTRP000124231,"5192,54","400,00",SupplierPreInvoiceSPI00475774.pdf,"FR-60126 LONGUEIL STE
A",FR-75380 CHILLY-
2024-04-29,LILTRP000124381,"5651,37","320,00",SupplierPreInvoiceSPI00475774.pdf,"FR-60126 LONGUEIL STE
A",FR-91320 WISSOUS
2024-04-15,PARTRP000108412,"230,35","290,00",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-78580 MAULE
2024-04-15,PARTRP000108413,"243,16","290,00",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-92160 ANTONY
2024-04-16,PARTRP000108498,"162,36","310,30",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-92120 MONTROUGE
2024-04-16,PARTRP000108500,"717,21","321,00",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-78550 GRESSY
2024-04-17,PARTRP000108411,"16307,06","250,00",SupplierPreInvoiceSPI00475775.pdf,"FR-77220 GRETZ-
A",FR-94450 LIMEIL
2024-04-17,PARTRP000108496,"7552,97","374,50",SupplierPreInvoiceSPI00475775.pdf,"FR-77170 BRIE COMTE
A",FR-51100 CHALONS EN
2024-04-17,PARTRP000108583,"610,34","310,30",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-78420 CARRIERES
2024-04-17,PARTRP000108584,"385,10","310,30",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-91390 MORSANG SUR
2024-04-18,PARTRP000108684,"55,76","288,90",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-04-18,PARTRP000108686,"281,44","299,60",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-78990 ELANCOURT
2024-04-19,PARTRP000108610,"9263,80","200,00",SupplierPreInvoiceSPI00475775.pdf,"FR-77220 GRETZ-
A",FR-78711 MANTES LA
2024-04-19,PARTRP000108833,"294,92","321,00",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-77780 BOURRON
2024-04-19,PARTRP000108832,"458,62","310,30",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-91160 LONGJUMEAU
2024-04-22,PARTRP000108613,"9995,65","350,00",SupplierPreInvoiceSPI00475775.pdf,"FR-60490 RESSONS SUR
A",FR-60300 SENLIS
2024-04-22,PARTRP000108918,"677,45","288,90",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-92700 COLOMBES
2024-04-30,PARTRP000109444,"4760,46","150,00",SupplierPreInvoiceSPI00475775.pdf,"FR-77220 GRETZ-
A",FR-93150 LE BLANC
2024-04-30,PARTRP000109551,"700,20","20,30",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-78630 ORGEVAL
2024-04-30,PARTRP000109548,"572,61","310,30",SupplierPreInvoiceSPI00475775.pdf,"FR-95500 BONNEUIL EN
A",FR-94400 VITRY SUR
2024-04-30,LILTRP000124473,"7577,70","320,00",SupplierPreInvoiceSPI00478381.pdf,"FR-60126 LONGUEIL STE
A",FR-91320 WISSOUS
2024-04-30,LILTRP000124498,"10060,70","320,00",SupplierPreInvoiceSPI00478381.pdf,"FR-60126 LONGUEIL STE
A",FR-91380 CHILLY
2024-05-03,LILTRP000124581,"7218,07","390,00",SupplierPreInvoiceSPI00478381.pdf,"FR-60126 LONGUEIL STE
A",FR-77240 VERT-SAINT-
2024-05-06,LILTRP000124733,"6538,49","270,00",SupplierPreInvoiceSPI00478381.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY-
2024-04-30,PARTRP000109551,"700,20","290,00",SupplierPreInvoiceSPI00478382.pdf,"FR-95500 BONNEUIL EN
A",FR-78630 ORGEVAL
2024-05-02,PARTRP000109561,"2041,00","220,00",SupplierPreInvoiceSPI00478382.pdf,"FR-93200 ST DENIS
A",FR-77700 CHESSY
2024-05-02,PARTRP000109483,"11133,65","350,00",SupplierPreInvoiceSPI00478382.pdf,"FR-60490 RESSONS-SUR-
A",FR-60300 SENLIS
2024-05-02,PARTRP000109645,"227,14","310,30",SupplierPreInvoiceSPI00478382.pdf,"FR-95500 BONNEUIL EN
A",FR-93460 GOURNAY SUR
2024-05-02,PARTRP000109644,"822,55","321,00",SupplierPreInvoiceSPI00478382.pdf,"FR-95500 BONNEUIL EN
A",FR-91410 DOURDAN
2024-05-03,PARTRP000109692,"2105,00","950,00",SupplierPreInvoiceSPI00478382.pdf,"FR-77127 LIEUSAINT
A",FR-08000 CHARLEVILLE
2024-05-03,PARTRP000109783,"254,28","321,00",SupplierPreInvoiceSPI00478382.pdf,"FR-95500 BONNEUIL EN
A",FR-92160 ANTONY
2024-05-03,PARTRP000109781,"506,96","321,00",SupplierPreInvoiceSPI00478382.pdf,"FR-95500 BONNEUIL EN
A",FR-91590 LA FERTE ALAIS
2024-05-06,PARTRP000109852,"494,53","288,90",SupplierPreInvoiceSPI00478382.pdf,"FR-95500 BONNEUIL EN
A",FR-95330 DOMONT
2024-05-06,PARTRP000109853,"565,47","299,60",SupplierPreInvoiceSPI00478382.pdf,"FR-95500 BONNEUIL EN
A",FR-91370 VERRIERES LE
2024-05-13,PARTRP000109865,"5792,00","180,00",SupplierPreInvoiceSPI00478382.pdf,"FR-91130 RIS-ORANGIS
A",FR-94390 ORLY
2024-05-14,PARTRP000110177,"445,84","310,30",SupplierPreInvoiceSPI00478382.pdf,"FR-95500 BONNEUIL EN
A",FR-77870 VULAINES SUR
2024-05-14,PARTRP000110174,"572,05","342,40",SupplierPreInvoiceSPI00478382.pdf,"FR-95500 BONNEUIL EN
A",FR-77190 DAMMARIE LES
2024-05-15,LILTRP000125120,"2355,80","250,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-60300 SENLIS
2024-05-16,LILTRP000125244,"2030,28","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77340 PONTAULT-
2024-05-17,LILTRP000125312,"5176,83","250,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-91380 CHILLY
2024-05-17,LILTRP000125314,"4578,28","250,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY-
2024-05-21,LILTRP000125401,"2987,84","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY-
2024-05-21,LILTRP000125402,"3365,30","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY-
2024-05-21,LILTRP000125403,"4252,98","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-95820 BRUYÈRES SUR
2024-05-22,LILTRP000125446,"5428,55","520,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77559 REAU
2024-05-23,LILTRP000125597,"2192,77","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77340 PONTAULT-
2024-05-23,LILTRP000125598,"4838,26","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY-
2024-05-23,LILTRP000125596,"3400,18","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-91140 VILLEBON-SUR-
2024-05-24,LILTRP000125687,"4605,79","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-91380 CHILLY
2024-05-24,LILTRP000125686,"4228,10","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-05-24,LILTRP000125685,"5746,72","350,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-05-27,LILTRP000125810,"4930,32","300,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",
2024-05-28,LILTRP000125878,"5766,81","400,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-95820 BRUYÈRES SUR
2024-05-28,LILTRP000125879,"4937,08","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77176 SAVIGNY LE
2024-05-29,LILTRP000125965,"8111,17","320,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77559 REAU
2024-05-29,LILTRP000125964,"8946,61","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77176 SAVIGNY LE
2024-05-29,LILTRP000126016,"3199,34","350,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-05-30,LILTRP000126094,"7446,76","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77700 SERRIS
2024-05-30,LILTRP000126095,"1154,69","320,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-92200 NANTERRE
2024-05-30,LILTRP000126134,"1902,95","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77340 PONTAULT-
2024-05-30,LILTRP000126135,"2462,95","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-91140 VILLEBON-SUR-
2024-05-31,LILTRP000126151,"3868,26","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-05-31,LILTRP000126152,"3882,06","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-95820 BRUYÈRES SUR
2024-05-31,LILTRP000126154,"3510,98","270,00",SupplierPreInvoiceSPI00481646.pdf,"FR-60126 LONGUEIL STE
A",FR-77550 MOISSY
2024-05-31,PARCTG000192806,"14790,46","200,00",SupplierPreInvoiceSPI00481647.pdf,"FR-77185 LOGNES
A",FR-77185 LOGNES
2024-05-15,PARTRP000110319,"5560,30","350,00",SupplierPreInvoiceSPI00481647.pdf,"FR-77170 BRIE COMTE
A",FR-51100 CHALONS EN
2024-05-15,PARTRP000110366,"331,33","290,00",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-77600 GUERMANTES
2024-05-15,PARTRP000110370,"235,73","280,00",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-78711 MANTES LA
2024-05-17,PARTRP000110555,"332,10","374,50",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-77560 VILLIERS ST
2024-05-17,PARTRP000110556,"827,71","310,30",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-78200 BUCHELAY
2024-05-17,PARTRP000110562,"160,27","192,60",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-92140 CLAMART
2024-05-17,PARTRP000110628,"633,74","321,00",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-77240 SEINE PORT
2024-05-17,PARTRP000110629,"1192,07","492,20",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-78390 BOIS D ARCY
2024-05-21,PARTRP000110639,"722,00","150,00",SupplierPreInvoiceSPI00481647.pdf,"FR-93200 ST DENIS
A",FR-77700 CHESSY
2024-05-21,PARTRP000110506,"4677,85","160,00",SupplierPreInvoiceSPI00481647.pdf,"FR-77220 GRETZ-
A",FR-93290 TREMBLAY EN
2024-05-21,PARTRP000110383,"10191,62","350,00",SupplierPreInvoiceSPI00481647.pdf,"FR-60490 RESSONS-SUR-
A",FR-60300 SENLIS
2024-05-21,PARTRP000110767,"782,71","270,00",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-95800 CERGY
2024-05-21,PARTRP000110768,"783,80","260,00",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-75015 PARIS
2024-05-22,PARTRP000110826,"509,95","256,80",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-77169 ST-SIMEON
2024-05-22,PARTRP000110831,"136,94","224,70",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",
2024-05-23,PARTRP000110863,"6310,00","374,50",SupplierPreInvoiceSPI00481647.pdf,"FR-77170 BRIE COMTE
A",FR-51100 CHALONS EN
2024-05-23,PARTRP000110949,"1010,31","374,50",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-78440 GARGENVILLE
2024-05-23,PARTRP000110953,"183,40","278,20",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-77130 MAROLLES SUR
2024-05-24,PARTRP000111031,"820,42","224,70",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-78590 NOISY LE ROI
2024-05-24,PARTRP000111041,"1034,09","256,80",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",
2024-05-27,PARTRP000111183,"567,28","267,50",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-92160 ANTONY
2024-05-27,PARTRP000111200,"793,16","256,80",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-94400 VITRY SUR
2024-05-28,PARTRP000111109,"11276,92","250,00",SupplierPreInvoiceSPI00481647.pdf,"FR-77220 GRETZ-
A",FR-77552 MOISSY-
2024-05-28,PARTRP000111331,"741,22","246,10",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-77600 GUERMANTES
2024-05-28,PARTRP000111333,"289,66","278,20",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-92120 MONTROUGE
2024-05-29,PARTRP000111354,"5464,37","374,50",SupplierPreInvoiceSPI00481647.pdf,"FR-77170 BRIE COMTE
A",FR-51100 CHALONS EN
2024-05-29,PARTRP000111454,"458,39","288,90",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-91620 NOZAY
2024-05-29,PARTRP000111459,"333,59","192,60",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-92000 NANTERRE
2024-05-30,PARTRP000111414,"3961,00","280,00",SupplierPreInvoiceSPI00481647.pdf,"FR-93200 ST DENIS
A",FR-77700 CHESSY
2024-05-30,PARTRP000111604,"344,86","246,10",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-91620 NOZAY
2024-05-30,PARTRP000111607,"151,50","246,10",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-78711 MANTES LA
2024-05-31,PARTRP000111630,"7666,67","350,00",SupplierPreInvoiceSPI00481647.pdf,"FR-77185 LOGNES
A",FR-75008 PARIS
2024-05-31,PARTRP000111678,"562,59","19,60",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-91590 BAULNE
2024-05-31,PARTRP000111683,"398,20","17,50",SupplierPreInvoiceSPI00481647.pdf,"FR-95500 BONNEUIL EN
A",FR-75009 PARIS
2024-06-03,LILTRP000126247,"6250,94","400,00",SupplierPreInvoiceSPI00484976.pdf,"FR-60126 LONGUEIL STE
A",FR-75380 CHILLY-
2024-06-03,LILTRP000126252,"8038,64","270,00",SupplierPreInvoiceSPI00484976.pdf,"FR-60126 LONGUEIL STE
A",FR-95820 BRUYERES SUR
2024-06-05,LILTRP000126336,"4264,85","270,00",SupplierPreInvoiceSPI00484976.pdf,"FR-60126 LONGUEIL STE
A",FR-77176 SAVIGNY LE
